,,,,,,,,Fail Items,,,,,,,,,,,,,,,,,,,,,,,,,,,
MITSUBISHI,LANCER,2001,313,123,39.3,190,60.7,47,15,65,20.8,48,15.3,53,16.9,49,15.7,30,9.6,45,14.4,41,13.1,14,4.5,24,7.7,54,17.3,56,17.9,1,0.3,0,0
MITSUBISHI,LANCER,2002,19,9,47.4,10,52.6,4,21.1,2,10.5,4,21.1,0,0,3,15.8,0,0,0,0,5,26.3,1,5.3,1,5.3,0,0,2,10.5,0,0,0,0
MITSUBISHI,LANCER,2003,106,45,42.5,61,57.5,16,15.1,32,30.2,20,18.9,2,1.9,11,10.4,4,3.8,2,1.9,21,19.8,3,2.8,7,6.6,4,3.8,11,10.4,0,0,0,0
MITSUBISHI,LANCER,2004,788,383,48.6,405,51.4,58,7.4,191,24.2,167,21.2,52,6.6,92,11.7,6,0.8,10,1.3,132,16.8,10,1.3,44,5.6,57,7.2,18,2.3,0,0,0,0
MITSUBISHI,LANCER,2005,213,100,46.9,113,53.1,23,10.8,52,24.4,42,19.7,12,5.6,27,12.7,0,0,0,0,29,13.6,3,1.4,13,6.1,13,6.1,4,1.9,2,0.9,0,0
MITSUBISHI,LANCER,2006,527,318,60.3,209,39.7,30,5.7,109,20.7,50,9.5,21,4,45,8.5,3,0.6,3,0.6,27,5.1,2,0.4,34,6.5,18,3.4,4,0.8,1,0.2,0,0
MITSUBISHI,LANCER,2007,87,49,56.3,38,43.7,4,4.6,12,13.8,9,10.3,4,4.6,4,4.6,2,2.3,0,0,4,4.6,0,0,9,10.3,6,6.9,2,2.3,0,0,0,0
MITSUBISHI,LANCER,2008,772,555,71.9,217,28.1,36,4.7,79,10.2,34,4.4,14,1.8,54,7,11,1.4,0,0,29,3.8,26,3.4,51,6.6,9,1.2,4,0.5,2,0.3,0,0
MITSUBISHI,LANCER,2009,41,35,85.4,6,14.6,0,0,3,7.3,0,0,0,0,1,2.4,0,0,0,0,0,0,2,4.9,1,2.4,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER,2010,264,225,85.2,39,14.8,13,4.9,14,5.3,0,0,1,0.4,10,3.8,0,0,2,0.8,2,0.8,3,1.1,6,2.3,1,0.4,0,0,1,0.4,0,0
MITSUBISHI,LANCER,2011,8,7,87.5,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.5,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER,2012,5,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER,2013,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER CS 2A 4DR,2000,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER CT 9A RS EVO VII 4DR,2001,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER EVO,1999,1,0,0,1,100,0,0,1,100,1,100,0,0,1,100,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER EVO,2000,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER EVO,2006,1,0,0,1,100,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER EVO,2008,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,LANCER EVO V111 MR FQ-300,2004,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,MIRAGE,1997,1,0,0,1,100,0,0,1,100,1,100,0,0,0,0,0,0,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0
MITSUBISHI,MIRAGE,1998,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,OTHER,1988,2,1,50,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,OTHER,1989,5,1,20,4,80,0,0,1,20,3,60,1,20,0,0,1,20,1,20,2,40,0,0,0,0,1,20,1,20,0,0,0,0
MITSUBISHI,OTHER,1990,3,1,33.3,2,66.7,2,66.7,1,33.3,1,33.3,0,0,1,33.3,0,0,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,OTHER,1991,10,2,20,8,80,4,40,4,40,2,20,3,30,2,20,3,30,1,10,2,20,3,30,0,0,3,30,1,10,0,0,0,0
MITSUBISHI,OTHER,1992,14,8,57.1,6,42.9,1,7.1,1,7.1,1,7.1,2,14.3,1,7.1,2,14.3,0,0,0,0,2,14.3,1,7.1,3,21.4,2,14.3,0,0,0,0
MITSUBISHI,OTHER,1993,16,7,43.8,9,56.3,3,18.8,2,12.5,8,50,3,18.8,2,12.5,2,12.5,3,18.8,5,31.3,1,6.3,0,0,2,12.5,1,6.3,0,0,0,0
MITSUBISHI,OTHER,1994,28,8,28.6,20,71.4,6,21.4,2,7.1,3,10.7,5,17.9,7,25,4,14.3,2,7.1,3,10.7,1,3.6,1,3.6,9,32.1,6,21.4,1,3.6,0,0
MITSUBISHI,OTHER,1995,61,18,29.5,43,70.5,13,21.3,14,23,15,24.6,10,16.4,9,14.8,10,16.4,12,19.7,14,23,5,8.2,3,4.9,12,19.7,18,29.5,0,0,0,0
MITSUBISHI,OTHER,1996,102,21,20.6,81,79.4,20,19.6,30,29.4,24,23.5,15,14.7,21,20.6,16,15.7,21,20.6,28,27.5,3,2.9,10,9.8,16,15.7,42,41.2,0,0,0,0
MITSUBISHI,OTHER,1997,134,37,27.6,97,72.4,25,18.7,43,32.1,34,25.4,13,9.7,22,16.4,13,9.7,23,17.2,31,23.1,6,4.5,14,10.4,16,11.9,40,29.9,0,0,0,0
MITSUBISHI,OTHER,1998,152,45,29.6,107,70.4,31,20.4,48,31.6,41,27,26,17.1,34,22.4,21,13.8,23,15.1,42,27.6,7,4.6,16,10.5,29,19.1,47,30.9,2,1.3,0,0
MITSUBISHI,OTHER,1999,151,41,27.2,110,72.8,23,15.2,34,22.5,43,28.5,31,20.5,32,21.2,20,13.2,15,9.9,43,28.5,4,2.6,18,11.9,37,24.5,43,28.5,0,0,0,0
MITSUBISHI,OTHER,2000,82,26,31.7,56,68.3,16,19.5,20,24.4,18,22,14,17.1,11,13.4,7,8.5,9,11,17,20.7,4,4.9,6,7.3,15,18.3,20,24.4,0,0,0,0
MITSUBISHI,OTHER,2001,34,10,29.4,24,70.6,9,26.5,9,26.5,9,26.5,2,5.9,4,11.8,4,11.8,8,23.5,7,20.6,4,11.8,2,5.9,4,11.8,6,17.6,0,0,0,0
MITSUBISHI,OTHER,2002,28,14,50,14,50,2,7.1,4,14.3,2,7.1,3,10.7,4,14.3,4,14.3,3,10.7,3,10.7,1,3.6,3,10.7,3,10.7,2,7.1,0,0,0,0
MITSUBISHI,OTHER,2003,20,5,25,15,75,4,20,5,25,3,15,2,10,2,10,2,10,0,0,4,20,1,5,0,0,4,20,1,5,0,0,0,0
MITSUBISHI,OTHER,2004,49,12,24.5,37,75.5,11,22.4,14,28.6,15,30.6,8,16.3,10,20.4,4,8.2,3,6.1,8,16.3,6,12.2,1,2,11,22.4,1,2,0,0,0,0
MITSUBISHI,OTHER,2005,10,5,50,5,50,0,0,1,10,1,10,1,10,1,10,0,0,0,0,1,10,0,0,0,0,1,10,3,30,0,0,0,0
MITSUBISHI,OTHER,2006,155,82,52.9,73,47.1,18,11.6,33,21.3,19,12.3,6,3.9,14,9,2,1.3,8,5.2,18,11.6,7,4.5,17,11,8,5.2,8,5.2,1,0.6,0,0
MITSUBISHI,OTHER,2007,32,16,50,16,50,7,21.9,6,18.8,3,9.4,2,6.3,3,9.4,2,6.3,1,3.1,2,6.3,3,9.4,3,9.4,1,3.1,2,6.3,0,0,0,0
MITSUBISHI,OTHER,2008,25,13,52,12,48,4,16,3,12,1,4,0,0,0,0,0,0,1,4,0,0,3,12,3,12,1,4,2,8,0,0,0,0
MITSUBISHI,OTHER,2009,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,OTHER,2010,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,OUTLANDER,2004,29,8,27.6,21,72.4,2,6.9,10,34.5,11,37.9,2,6.9,6,20.7,2,6.9,1,3.4,11,37.9,1,3.4,6,20.7,5,17.2,0,0,0,0,0,0
MITSUBISHI,OUTLANDER,2005,3,1,33.3,2,66.7,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,1,33.3,0,0,0,0
MITSUBISHI,OUTLANDER,2007,53,24,45.3,29,54.7,7,13.2,8,15.1,4,7.5,2,3.8,6,11.3,0,0,2,3.8,5,9.4,4,7.5,8,15.1,2,3.8,5,9.4,0,0,0,0
MITSUBISHI,OUTLANDER,2008,253,174,68.8,79,31.2,19,7.5,27,10.7,21,8.3,9,3.6,20,7.9,1,0.4,4,1.6,23,9.1,8,3.2,9,3.6,7,2.8,15,5.9,2,0.8,0,0
MITSUBISHI,OUTLANDER,2009,10,8,80,2,20,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0
MITSUBISHI,OUTLANDER,2010,111,92,82.9,19,17.1,5,4.5,4,3.6,2,1.8,1,0.9,3,2.7,2,1.8,0,0,2,1.8,1,0.9,0,0,0,0,5,4.5,0,0,1,0.9
MITSUBISHI,OUTLANDER,2011,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,PAJERO,1987,1,0,0,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
MITSUBISHI,PAJERO,1990,3,1,33.3,2,66.7,1,33.3,2,66.7,1,33.3,1,33.3,1,33.3,1,33.3,2,66.7,1,33.3,2,66.7,0,0,1,33.3,1,33.3,0,0,0,0
MITSUBISHI,PAJERO,1991,2,0,0,2,100,0,0,0,0,2,100,1,50,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,PAJERO,1992,9,2,22.2,7,77.8,3,33.3,3,33.3,3,33.3,3,33.3,0,0,2,22.2,4,44.4,2,22.2,1,11.1,2,22.2,3,33.3,3,33.3,0,0,0,0
MITSUBISHI,PAJERO,1993,11,2,18.2,9,81.8,5,45.5,4,36.4,3,27.3,1,9.1,1,9.1,2,18.2,2,18.2,1,9.1,2,18.2,1,9.1,1,9.1,3,27.3,0,0,0,0
MITSUBISHI,PAJERO,1994,8,3,37.5,5,62.5,2,25,1,12.5,2,25,3,37.5,2,25,0,0,1,12.5,2,25,1,12.5,0,0,3,37.5,0,0,0,0,0,0
MITSUBISHI,PAJERO,1995,51,16,31.4,35,68.6,12,23.5,7,13.7,12,23.5,5,9.8,7,13.7,13,25.5,7,13.7,8,15.7,6,11.8,1,2,6,11.8,10,19.6,0,0,0,0
MITSUBISHI,PAJERO,1996,201,71,35.3,130,64.7,24,11.9,32,15.9,35,17.4,7,3.5,25,12.4,17,8.5,28,13.9,26,12.9,6,3,18,9,9,4.5,54,26.9,0,0,2,1
MITSUBISHI,PAJERO,1997,236,107,45.3,129,54.7,22,9.3,43,18.2,28,11.9,3,1.3,25,10.6,20,8.5,25,10.6,17,7.2,10,4.2,8,3.4,10,4.2,63,26.7,0,0,0,0
MITSUBISHI,PAJERO,1998,125,54,43.2,71,56.8,9,7.2,16,12.8,18,14.4,6,4.8,16,12.8,14,11.2,19,15.2,12,9.6,4,3.2,4,3.2,7,5.6,29,23.2,0,0,0,0
MITSUBISHI,PAJERO,1999,71,22,31,49,69,16,22.5,18,25.4,18,25.4,7,9.9,11,15.5,8,11.3,8,11.3,14,19.7,3,4.2,5,7,11,15.5,24,33.8,0,0,0,0
MITSUBISHI,PAJERO,2000,94,32,34,62,66,18,19.1,15,16,22,23.4,12,12.8,15,16,12,12.8,11,11.7,14,14.9,9,9.6,9,9.6,15,16,10,10.6,1,1.1,0,0
MITSUBISHI,PAJERO,2001,86,38,44.2,48,55.8,15,17.4,17,19.8,20,23.3,13,15.1,9,10.5,7,8.1,6,7,9,10.5,8,9.3,7,8.1,13,15.1,5,5.8,3,3.5,0,0
MITSUBISHI,PAJERO,2002,89,36,40.4,53,59.6,15,16.9,21,23.6,13,14.6,13,14.6,9,10.1,8,9,6,6.7,7,7.9,6,6.7,2,2.2,12,13.5,9,10.1,0,0,0,0
MITSUBISHI,PAJERO,2003,85,38,44.7,47,55.3,19,22.4,12,14.1,17,20,10,11.8,8,9.4,9,10.6,5,5.9,9,10.6,8,9.4,3,3.5,10,11.8,5,5.9,0,0,0,0
MITSUBISHI,PAJERO,2004,87,32,36.8,55,63.2,16,18.4,14,16.1,26,29.9,12,13.8,11,12.6,7,8,4,4.6,14,16.1,9,10.3,0,0,12,13.8,8,9.2,1,1.1,0,0
MITSUBISHI,PAJERO,2005,38,13,34.2,25,65.8,9,23.7,12,31.6,13,34.2,7,18.4,7,18.4,2,5.3,0,0,3,7.9,6,15.8,1,2.6,6,15.8,5,13.2,0,0,0,0
MITSUBISHI,PAJERO,2006,117,51,43.6,66,56.4,15,12.8,20,17.1,30,25.6,12,10.3,14,12,8,6.8,5,4.3,15,12.8,17,14.5,3,2.6,12,10.3,6,5.1,0,0,0,0
MITSUBISHI,PAJERO,2007,22,11,50,11,50,4,18.2,6,27.3,5,22.7,1,4.5,1,4.5,3,13.6,0,0,2,9.1,1,4.5,3,13.6,0,0,1,4.5,0,0,0,0
MITSUBISHI,PAJERO,2008,34,15,44.1,19,55.9,3,8.8,7,20.6,4,11.8,1,2.9,6,17.6,1,2.9,0,0,0,0,4,11.8,4,11.8,2,5.9,2,5.9,0,0,0,0
MITSUBISHI,PAJERO,2009,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0
MITSUBISHI,PAJERO,2010,16,11,68.8,5,31.3,1,6.3,1,6.3,0,0,0,0,2,12.5,0,0,0,0,0,0,0,0,0,0,2,12.5,0,0,0,0,0,0
MITSUBISHI,PAJERO,2011,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100
MITSUBISHI,PAJERO 3.8 EXCEED 5DR A,2004,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,PAJERO JUNIOR,1997,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN,2002,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0
MITSUBISHI,SHOGUN,2003,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN,2004,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN,2005,2,1,50,1,50,0,0,1,50,1,50,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN,2006,1,0,0,1,100,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN,2007,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN,2010,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN 3.2 DID GLS 5DR A,2004,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SHOGUN SPORT 2.5TD WARRIOR 05D,2006,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SPACERUNNER,1999,2,0,0,2,100,1,50,0,0,0,0,1,50,0,0,0,0,1,50,0,0,0,0,0,0,1,50,0,0,0,0,0,0
MITSUBISHI,SPACERUNNER,2000,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SPACERUNNER,2001,5,0,0,5,100,1,20,2,40,1,20,1,20,1,20,1,20,0,0,1,20,0,0,0,0,2,40,0,0,0,0,0,0
MITSUBISHI,SPACESTAR,1998,6,0,0,6,100,2,33.3,2,33.3,0,0,1,16.7,1,16.7,3,50,0,0,0,0,1,16.7,0,0,0,0,1,16.7,0,0,0,0
MITSUBISHI,SPACESTAR,1999,211,58,27.5,153,72.5,49,23.2,61,28.9,44,20.9,42,19.9,36,17.1,43,20.4,27,12.8,38,18,8,3.8,12,5.7,59,28,23,10.9,0,0,0,0
MITSUBISHI,SPACESTAR,2000,355,96,27,259,73,87,24.5,93,26.2,74,20.8,103,29,68,19.2,63,17.7,45,12.7,57,16.1,20,5.6,20,5.6,130,36.6,30,8.5,2,0.6,0,0
MITSUBISHI,SPACESTAR,2001,314,85,27.1,229,72.9,78,24.8,102,32.5,52,16.6,101,32.2,60,19.1,21,6.7,19,6.1,47,15,3,1,13,4.1,103,32.8,15,4.8,0,0,0,0
MITSUBISHI,SPACESTAR,2002,223,65,29.1,158,70.9,51,22.9,63,28.3,36,16.1,71,31.8,47,21.1,26,11.7,25,11.2,32,14.3,5,2.2,16,7.2,78,35,10,4.5,1,0.4,0,0
MITSUBISHI,SPACESTAR,2003,295,105,35.6,190,64.4,47,15.9,76,25.8,43,14.6,81,27.5,50,16.9,34,11.5,10,3.4,37,12.5,7,2.4,25,8.5,87,29.5,13,4.4,1,0.3,0,0
MITSUBISHI,SPACESTAR,2004,277,96,34.7,181,65.3,41,14.8,57,20.6,39,14.1,87,31.4,45,16.2,28,10.1,10,3.6,29,10.5,13,4.7,10,3.6,96,34.7,24,8.7,1,0.4,0,0
MITSUBISHI,SPACESTAR,2005,37,14,37.8,23,62.2,3,8.1,4,10.8,3,8.1,13,35.1,2,5.4,5,13.5,0,0,2,5.4,0,0,5,13.5,15,40.5,1,2.7,0,0,0,0
MITSUBISHI,SPACEWAGON,1993,3,0,0,3,100,0,0,0,0,2,66.7,1,33.3,0,0,0,0,0,0,2,66.7,0,0,0,0,1,33.3,2,66.7,0,0,0,0
MITSUBISHI,SPACEWAGON,1994,1,0,0,1,100,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SPACEWAGON,1995,3,0,0,3,100,0,0,0,0,1,33.3,2,66.7,1,33.3,1,33.3,0,0,1,33.3,0,0,0,0,2,66.7,3,100,0,0,0,0
MITSUBISHI,SPACEWAGON,1996,2,0,0,2,100,1,50,2,100,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUBISHI,SPACEWAGON,1997,11,1,9.1,10,90.9,0,0,4,36.4,4,36.4,3,27.3,4,36.4,1,9.1,2,18.2,4,36.4,1,9.1,0,0,2,18.2,3,27.3,0,0,0,0
MITSUBISHI,SPACEWAGON,1998,28,7,25,21,75,4,14.3,15,53.6,8,28.6,3,10.7,1,3.6,5,17.9,3,10.7,8,28.6,1,3.6,1,3.6,3,10.7,5,17.9,0,0,0,0
MITSUBISHI,SPACEWAGON,1999,42,12,28.6,30,71.4,5,11.9,14,33.3,9,21.4,7,16.7,8,19,1,2.4,3,7.1,8,19,1,2.4,3,7.1,7,16.7,7,16.7,0,0,0,0
MITSUBISHI,SPACEWAGON,2000,65,14,21.5,51,78.5,11,16.9,20,30.8,24,36.9,13,20,12,18.5,8,12.3,7,10.8,21,32.3,5,7.7,3,4.6,13,20,14,21.5,0,0,0,0
MITSUBISHI,SPACEWAGON,2001,64,14,21.9,50,78.1,11,17.2,16,25,13,20.3,16,25,6,9.4,7,10.9,4,6.3,12,18.8,3,4.7,3,4.7,12,18.8,4,6.3,0,0,0,0
MITSUBISHI,SPACEWAGON,2002,59,22,37.3,37,62.7,11,18.6,23,39,13,22,7,11.9,11,18.6,2,3.4,2,3.4,6,10.2,1,1.7,1,1.7,6,10.2,4,6.8,0,0,0,0
MITSUBISHI,SPACEWAGON,2003,40,22,55,18,45,5,12.5,11,27.5,3,7.5,3,7.5,5,12.5,3,7.5,0,0,2,5,1,2.5,2,5,3,7.5,1,2.5,0,0,0,0
MITSUBISHI,SPACEWAGON,2004,7,5,71.4,2,28.6,0,0,0,0,0,0,0,0,1,14.3,1,14.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUOKA,VIEWT,1994,2,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MITSUOKA,VIEWT,1995,3,1,33.3,2,66.7,1,33.3,1,33.3,2,66.7,0,0,1,33.3,0,0,0,0,2,66.7,0,0,0,0,0,0,0,0,0,0,0,0
MITSUOKA,VIEWT,1999,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0
MORGAN,04-Apr,1994,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,1983,3,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,1986,1,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,1989,1,0,0,1,100,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,1,100,1,100,0,0,0,0,0,0,0,0
MORGAN,OTHER,1993,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,1998,1,0,0,1,100,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,2000,3,1,33.3,2,66.7,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,2001,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,2002,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0
MORGAN,OTHER,2006,2,1,50,1,50,0,0,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MORGAN,OTHER,2007,2,1,50,1,50,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NEUSON,OTHER,2006,1,0,0,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0
NISSAN,180 SX,1993,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,180 SX,1998,1,0,0,1,100,1,100,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,1,100,0,0,0,0
NISSAN,200 SX,1991,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,200 SX,1994,7,1,14.3,6,85.7,4,57.1,4,57.1,4,57.1,3,42.9,2,28.6,2,28.6,4,57.1,2,28.6,4,57.1,2,28.6,3,42.9,6,85.7,0,0,0,0
NISSAN,200 SX,1995,2,1,50,1,50,0,0,1,50,1,50,1,50,0,0,0,0,1,50,0,0,1,50,1,50,1,50,0,0,0,0,0,0
NISSAN,200 SX,1997,13,0,0,13,100,7,53.8,7,53.8,4,30.8,2,15.4,6,46.2,4,30.8,3,23.1,5,38.5,2,15.4,2,15.4,4,30.8,6,46.2,0,0,0,0
NISSAN,200 SX,1998,7,3,42.9,4,57.1,1,14.3,2,28.6,1,14.3,1,14.3,0,0,0,0,0,0,0,0,1,14.3,2,28.6,1,14.3,2,28.6,0,0,0,0
NISSAN,200 SX,1999,16,2,12.5,14,87.5,6,37.5,8,50,2,12.5,5,31.3,5,31.3,2,12.5,3,18.8,3,18.8,1,6.3,3,18.8,3,18.8,5,31.3,0,0,0,0
NISSAN,200 SX,2000,15,5,33.3,10,66.7,3,20,6,40,1,6.7,2,13.3,5,33.3,1,6.7,4,26.7,2,13.3,0,0,0,0,1,6.7,1,6.7,0,0,0,0
NISSAN,200 SX,2001,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,300 ZX,1990,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,300 ZX,1991,1,0,0,1,100,0,0,1,100,1,100,1,100,1,100,0,0,1,100,1,100,0,0,0,0,1,100,0,0,0,0,0,0
NISSAN,300 ZX,1992,3,0,0,3,100,2,66.7,1,33.3,1,33.3,0,0,0,0,0,0,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,300 ZX,1995,1,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0
NISSAN,350Z,2002,1,0,0,1,100,1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,350Z,2003,3,2,66.7,1,33.3,0,0,1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,350Z,2004,27,17,63,10,37,2,7.4,5,18.5,1,3.7,0,0,3,11.1,1,3.7,1,3.7,1,3.7,1,3.7,0,0,0,0,1,3.7,0,0,0,0
NISSAN,350Z,2005,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,350Z,2006,19,15,78.9,4,21.1,1,5.3,3,15.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NISSAN,350Z,2007,2,2,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
